cas,ir_labels,uv_labels,ir_peaks,uv_peaks
75-50-3,"['alkane_ch_sp3', 'amine_cn', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'nitro_no2_sym', 'alkene_out_of_plane_ch', 'ether_co', 'alkyl_halide_ccl', 'carboxylic_acid_oh_broad', 'alkyl_halide_cbr', 'sulfone_so2', 'amide_cn', 'ester_co_c', 'alkyl_halide_cI', 'sulfate_so4']",[],"[479.35871743486973, 623.6472945891784, 775.1503006012024, 948.2965931863728, 1078.1563126252504, 1135.871743486974, 1236.8737474949899, 1337.875751503006, 1590.3807615230462, 1814.0280561122245, 1965.5310621242486, 2052.104208416834, 2174.749498997996, 2405.61122244489, 2658.11623246493, 2867.3346693386775, 3163.12625250501, 3307.4148296593185, 3769.138276553106, 832.8657314629259, 1034.8697394789579, 1171.943887775551, 1272.9458917835673, 1438.877755511022, 2708.617234468938, 2751.9038076152306, 2953.9078156312626]",[]
64-19-7,"['amine_cn', 'aromatic_out_of_plane_ch', 'alcohol_phenol_oh', 'alkyne_cc', 'thiol_sh', 'nitro_no2_sym', 'anhydride_co', 'alkene_out_of_plane_ch', 'ether_co', 'alkyl_halide_ccl', 'nitrile_cn', 'carboxylic_acid_oh_broad', 'sulfone_so2', 'amide_cn', 'ester_co_c', 'alkyl_halide_cI', 'alkyl_halide_cbr', 'sulfate_so4']",[],"[479.35871743486973, 508.21643286573146, 565.9318637274549, 602.004008016032, 717.4348697394789, 991.5831663326653, 1121.442885771543, 1229.6593186372745, 1337.875751503006, 1482.1643286573146, 1612.0240480961925, 1763.5270541082164, 2117.0340681362723, 2210.821643286573, 2340.681362725451, 2593.186372745491, 2665.3306613226455, 2737.4749498997994, 2982.7655310621244, 3516.633266533066, 3776.3527054108217, 501.002004008016, 688.5771543086173, 796.7935871743487, 984.3687374749499, 1200.801603206413, 1330.6613226452905, 1373.947895791583, 1482.1643286573146, 1612.0240480961925, 1749.0981963927857, 2073.7474949899797, 2196.392785571142, 2578.75751503006, 2650.9018036072143, 2730.2605210420843, 2953.9078156312626, 3776.3527054108217, 464.92985971943887, 558.7174348697395, 638.0761523046092, 991.5831663326653, 1070.941883767535, 1157.5150300601204, 1272.9458917835673, 1381.1623246492986, 1705.811623246493, 1792.3847695390782, 2953.9078156312626, 3552.7054108216435]","[210.0334448160535, 234.11371237458195]"
629-73-2,"['alkane_ch_sp3', 'amine_cn', 'aromatic_out_of_plane_ch', 'aromatic_ch', 'alkene_ch_sp2', 'alkene_out_of_plane_ch', 'aromatic_cc', 'carboxylic_acid_oh_broad', 'alkyl_halide_ccl', 'ester_co_c', 'alkyl_halide_cI', 'alkyl_halide_cbr']",[],"[905.0100200400802, 1438.877755511022, 1633.6673346693387, 2860.120240480962, 2917.8356713426856, 2961.122244488978, 3076.553106212425, 421.64328657314627, 508.21643286573146, 587.5751503006012, 674.1482965931864, 811.2224448897796, 948.2965931863728, 1150.3006012024048, 1323.4468937875752, 1402.805611222445, 1583.1663326653306, 1770.741482965932, 1871.743486973948, 2398.396793587174, 2708.617234468938, 2874.5490981963926, 3040.4809619238476, 3545.490981963928, 3978.3567134268537]",[]
67-64-1,"['aromatic_ch', 'ether_co', 'aromatic_cc', 'amide_cn', 'amine_nh_secondary', 'carboxylic_acid_co', 'thiol_sh', 'anhydride_co', 'amide_nh', 'alkyl_halide_ccl', 'ester_co_c', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'nitro_no2_sym', 'alkyne_ch_sp', 'alkyl_halide_cbr', 'ester_co', 'alkyl_halide_cI', 'sulfate_so4', 'amine_nh_primary', 'amine_cn', 'alkene_cc', 'ketone_co', 'alkene_ch_sp2', 'alkene_out_of_plane_ch', 'carboxylic_acid_oh_broad', 'aldehyde_co', 'amide_co']",[],"[905.0100200400802, 1099.7995991983967, 1222.4448897795592, 1366.7334669338677, 1438.877755511022, 1741.88376753507, 3018.8376753507014, 3458.917835671343, 905.0100200400802, 1099.7995991983967, 1222.4448897795592, 1366.7334669338677, 1438.877755511022, 1741.88376753507, 3018.8376753507014, 3458.917835671343, 897.7955911823647, 1099.7995991983967, 1215.2304609218436, 1366.7334669338677, 1438.877755511022, 1734.6693386773547, 2968.3366733466933, 3011.623246492986, 3458.917835671343, 905.0100200400802, 1099.7995991983967, 1222.4448897795592, 1366.7334669338677, 1438.877755511022, 1741.88376753507, 3018.8376753507014, 3458.917835671343, 905.0100200400802, 1222.4448897795592, 1366.7334669338677, 1438.877755511022, 1741.88376753507, 3018.8376753507014, 3458.917835671343, 905.0100200400802, 1099.7995991983967, 1222.4448897795592, 1366.7334669338677, 1438.877755511022, 1741.88376753507, 3018.8376753507014, 3458.917835671343, 905.0100200400802, 1099.7995991983967, 1222.4448897795592, 1366.7334669338677, 1438.877755511022, 1741.88376753507, 3018.8376753507014, 3458.917835671343, 905.0100200400802, 1099.7995991983967, 1222.4448897795592, 1366.7334669338677, 1438.877755511022, 1741.88376753507, 3018.8376753507014, 3458.917835671343, 905.0100200400802, 1222.4448897795592, 1366.7334669338677, 1438.877755511022, 1741.88376753507, 3018.8376753507014, 3458.917835671343, 905.0100200400802, 1222.4448897795592, 1366.7334669338677, 1438.877755511022, 1741.88376753507, 3018.8376753507014, 3458.917835671343, 897.7955911823647, 1099.7995991983967, 1215.2304609218436, 1366.7334669338677, 1438.877755511022, 1734.6693386773547, 2968.3366733466933, 3011.623246492986, 3458.917835671343, 905.0100200400802, 1222.4448897795592, 1366.7334669338677, 1438.877755511022, 1741.88376753507, 3018.8376753507014, 3458.917835671343, 905.0100200400802, 1222.4448897795592, 1366.7334669338677, 1446.0921843687374, 1741.88376753507, 3018.8376753507014, 3458.917835671343, 905.0100200400802, 1099.7995991983967, 1222.4448897795592, 1366.7334669338677, 1438.877755511022, 1741.88376753507, 3018.8376753507014, 3458.917835671343, 905.0100200400802, 1099.7995991983967, 1222.4448897795592, 1366.7334669338677, 1438.877755511022, 1741.88376753507, 3018.8376753507014, 3458.917835671343, 464.92985971943887, 573.1462925851704, 818.4368737474949, 1020.440881763527, 1150.3006012024048, 1265.7314629258517, 1402.805611222445, 1619.2384769539078, 2023.246492985972, 2355.1102204408817, 2614.8296593186374, 2989.9799599198395, 3242.4849699398796, 3783.5671342685373, 616.4328657314629, 746.2925851703407, 825.6513026052105, 1006.0120240480962, 1135.871743486974, 1272.9458917835673, 1395.5911823647293, 1496.5931863727455, 1640.881763527054, 2521.0420841683367, 2629.258517034068, 2989.9799599198395, 3314.629258517034, 3660.921843687375, 3963.927855711423, 905.0100200400802, 1099.7995991983967, 1222.4448897795592, 1366.7334669338677, 1438.877755511022, 1741.88376753507, 3018.8376753507014, 3458.917835671343, 905.0100200400802, 1099.7995991983967, 1222.4448897795592, 1366.7334669338677, 1438.877755511022, 1741.88376753507, 3018.8376753507014, 3458.917835671343, 443.2865731462926, 616.4328657314629, 703.0060120240481, 840.0801603206413, 1013.2264529058116, 1135.871743486974, 1280.1603206412826, 1395.5911823647293, 1612.0240480961925, 2030.4609218436874, 2189.178356713427, 2391.1823647294586, 2549.8997995991986, 2672.5450901803606, 2809.619238476954, 2946.693386773547, 2989.9799599198395, 3329.058116232465, 3343.486973947896, 3595.991983967936, 3862.925851703407, 905.0100200400802, 1099.7995991983967, 1222.4448897795592, 1366.7334669338677, 1438.877755511022, 1741.88376753507, 3018.8376753507014, 3458.917835671343, 905.0100200400802, 1099.7995991983967, 1222.4448897795592, 1366.7334669338677, 1438.877755511022, 1741.88376753507, 3018.8376753507014, 3458.917835671343, 897.7955911823647, 1099.7995991983967, 1215.2304609218436, 1366.7334669338677, 1438.877755511022, 1734.6693386773547, 2968.3366733466933, 3011.623246492986, 3458.917835671343, 515.4308617234469, 883.3667334669339, 1150.3006012024048, 1200.801603206413, 1352.3046092184368, 1431.6633266533067, 1669.739478957916, 1713.0260521042085, 2961.122244488978, 3437.2745490981965, 905.0100200400802, 1222.4448897795592, 1366.7334669338677, 1438.877755511022, 1741.88376753507, 3018.8376753507014, 3458.917835671343, 905.0100200400802, 1099.7995991983967, 1222.4448897795592, 1366.7334669338677, 1438.877755511022, 1741.88376753507, 3018.8376753507014, 3458.917835671343, 897.7955911823647, 1215.2304609218436, 1366.7334669338677, 1438.877755511022, 1734.6693386773547, 2968.3366733466933, 3011.623246492986, 3458.917835671343, 905.0100200400802, 1099.7995991983967, 1222.4448897795592, 1366.7334669338677, 1438.877755511022, 1741.88376753507, 3018.8376753507014, 3458.917835671343, 897.7955911823647, 1215.2304609218436, 1366.7334669338677, 1438.877755511022, 1734.6693386773547, 2968.3366733466933, 3011.623246492986, 3458.917835671343]","[228.09364548494983, 264.2140468227425, 302.34113712374585]"
498-66-8,"['aromatic_ch', 'ether_co', 'aromatic_cc', 'amide_cn', 'thiol_sh', 'amide_nh', 'alkyl_halide_ccl', 'ester_co_c', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'nitro_no2_sym', 'nitro_no2_asym', 'sulfone_so2', 'alkyl_halide_cbr', 'sulfate_so4', 'alkane_ch_sp3', 'amine_cn', 'alkene_ch_sp2', 'carboxylic_acid_oh_broad']",[],"[472.1442885771543, 537.0741482965932, 645.2905811623247, 746.2925851703407, 811.2224448897796, 854.5090180360721, 890.5811623246493, 926.6533066132265, 998.7975951903808, 1056.5130260521041, 1099.7995991983967, 1150.3006012024048, 1229.6593186372745, 1309.0180360721442, 1424.4488977955912, 1547.0941883767534, 1590.3807615230462, 1662.5250501002004, 1907.8156312625251, 2658.11623246493, 2896.1923847695393, 3026.052104208417, 3105.4108216432865, 3256.913827655311, 3617.6352705410823, 3956.7134268537075, 703.0060120240481, 868.937875751503, 1114.2284569138278, 1316.2324649298598, 1438.877755511022, 2874.5490981963926, 2953.9078156312626, 3054.909819639279, 472.1442885771543, 645.2905811623247, 681.3627254509017, 753.5070140280561, 818.4368737474949, 854.5090180360721, 897.7955911823647, 998.7975951903808, 1056.5130260521041, 1150.3006012024048, 1229.6593186372745, 1316.2324649298598, 1359.5190380761524, 1424.4488977955912, 1525.4509018036072, 1590.3807615230462, 1669.739478957916, 2665.3306613226455, 2896.1923847695393, 3033.2665330661325, 3112.625250501002, 3956.7134268537075]",[]
75-05-8,"['aromatic_ch', 'ether_co', 'aromatic_cc', 'amide_cn', 'thiol_sh', 'amide_nh', 'alkyl_halide_ccl', 'ester_co_c', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'alkyne_cc', 'nitro_no2_asym', 'alkyl_halide_cbr', 'sulfate_so4', 'alkane_ch_sp3', 'amine_cn', 'alkene_out_of_plane_ch', 'alkene_ch_sp2', 'carboxylic_acid_oh_broad']",[],"[710.2204408817636, 912.2244488977956, 991.5831663326653, 1013.2264529058116, 1034.8697394789579, 1070.941883767535, 1395.5911823647293, 1424.4488977955912, 1453.306613226453, 1482.1643286573146, 1511.0220440881765, 1525.4509018036072, 2282.9659318637277, 2420.040080160321, 2622.044088176353, 2888.9779559118238, 2975.551102204409, 3033.2665330661325, 3191.983967935872, 3848.496993987976, 710.2204408817636, 912.2244488977956, 1042.0841683366734, 1395.5911823647293, 1417.2344689378758, 1453.306613226453, 1467.7354709418837, 1482.1643286573146, 1525.4509018036072, 2282.9659318637277, 2412.8256513026054, 2622.044088176353, 2881.763527054108, 2968.3366733466933, 3069.3386773547095, 3184.7695390781564, 3956.7134268537075, 710.2204408817636, 919.438877755511, 1042.0841683366734, 1395.5911823647293, 1424.4488977955912, 1467.7354709418837, 1482.1643286573146, 2275.751503006012, 2412.8256513026054, 2622.044088176353, 2874.5490981963926, 2968.3366733466933, 3040.4809619238476, 3184.7695390781564, 3675.3507014028055, 3906.2124248496993, 710.2204408817636, 919.438877755511, 1013.2264529058116, 1034.8697394789579, 1056.5130260521041, 1092.5851703406813, 1395.5911823647293, 1424.4488977955912, 1453.306613226453, 1474.9498997995993, 1511.0220440881765, 1568.7374749498997, 2282.9659318637277, 2622.044088176353, 2888.9779559118238, 2961.122244488978, 3033.2665330661325, 3184.7695390781564, 710.2204408817636, 912.2244488977956, 1042.0841683366734, 1395.5911823647293, 1417.2344689378758, 1453.306613226453, 1482.1643286573146, 1525.4509018036072, 2282.9659318637277, 2412.8256513026054, 2622.044088176353, 2881.763527054108, 2968.3366733466933, 3069.3386773547095, 3184.7695390781564, 3956.7134268537075, 710.2204408817636, 919.438877755511, 1013.2264529058116, 1034.8697394789579, 1056.5130260521041, 1070.941883767535, 1092.5851703406813, 1395.5911823647293, 1424.4488977955912, 1453.306613226453, 1474.9498997995993, 1511.0220440881765, 1568.7374749498997, 2282.9659318637277, 2622.044088176353, 2888.9779559118238, 2961.122244488978, 3033.2665330661325, 3184.7695390781564, 710.2204408817636, 919.438877755511, 1013.2264529058116, 1034.8697394789579, 1056.5130260521041, 1092.5851703406813, 1395.5911823647293, 1424.4488977955912, 1453.306613226453, 1474.9498997995993, 1511.0220440881765, 1568.7374749498997, 2282.9659318637277, 2622.044088176353, 2888.9779559118238, 2961.122244488978, 3033.2665330661325, 3184.7695390781564, 710.2204408817636, 912.2244488977956, 1070.941883767535, 1337.875751503006, 1395.5911823647293, 1424.4488977955912, 1453.306613226453, 1467.7354709418837, 1482.1643286573146, 1525.4509018036072, 1655.310621242485, 2275.751503006012, 2434.4689378757516, 2622.044088176353, 2888.9779559118238, 2968.3366733466933, 3026.052104208417, 3191.983967935872, 3848.496993987976, 674.1482965931864, 717.4348697394789, 919.438877755511, 1034.8697394789579, 1309.0180360721442, 1402.805611222445, 1446.0921843687374, 1518.2364729458918, 1828.4569138276554, 2275.751503006012, 2593.186372745491, 2953.9078156312626, 3047.695390781563, 3163.12625250501, 3920.6412825651305, 710.2204408817636, 912.2244488977956, 1034.8697394789579, 1078.1563126252504, 1337.875751503006, 1395.5911823647293, 1424.4488977955912, 1453.306613226453, 1467.7354709418837, 1482.1643286573146, 1525.4509018036072, 1655.310621242485, 2275.751503006012, 2427.254509018036, 2622.044088176353, 2888.9779559118238, 2961.122244488978, 3033.2665330661325, 3191.983967935872, 3848.496993987976, 710.2204408817636, 912.2244488977956, 1049.2985971943888, 1402.805611222445, 1453.306613226453, 1474.9498997995993, 1511.0220440881765, 1525.4509018036072, 1835.6713426853707, 2282.9659318637277, 2405.61122244489, 2622.044088176353, 2874.5490981963926, 2968.3366733466933, 3011.623246492986, 3040.4809619238476, 3076.553106212425, 3184.7695390781564, 3956.7134268537075, 710.2204408817636, 912.2244488977956, 1013.2264529058116, 1034.8697394789579, 1070.941883767535, 1395.5911823647293, 1424.4488977955912, 1453.306613226453, 1482.1643286573146, 1511.0220440881765, 1525.4509018036072, 2282.9659318637277, 2420.040080160321, 2622.044088176353, 2888.9779559118238, 2975.551102204409, 3033.2665330661325, 3069.3386773547095, 3191.983967935872, 3848.496993987976, 710.2204408817636, 912.2244488977956, 1013.2264529058116, 1034.8697394789579, 1070.941883767535, 1395.5911823647293, 1424.4488977955912, 1453.306613226453, 1482.1643286573146, 1511.0220440881765, 1525.4509018036072, 2282.9659318637277, 2420.040080160321, 2622.044088176353, 2888.9779559118238, 2975.551102204409, 3033.2665330661325, 3069.3386773547095, 3191.983967935872, 3848.496993987976, 710.2204408817636, 912.2244488977956, 1049.2985971943888, 1402.805611222445, 1453.306613226453, 1482.1643286573146, 1511.0220440881765, 1525.4509018036072, 1835.6713426853707, 2275.751503006012, 2405.61122244489, 2622.044088176353, 2874.5490981963926, 2961.122244488978, 3011.623246492986, 3040.4809619238476, 3076.553106212425, 3184.7695390781564, 3956.7134268537075, 710.2204408817636, 905.0100200400802, 1034.8697394789579, 1078.1563126252504, 1337.875751503006, 1395.5911823647293, 1424.4488977955912, 1453.306613226453, 1467.7354709418837, 1482.1643286573146, 1525.4509018036072, 1655.310621242485, 2275.751503006012, 2427.254509018036, 2622.044088176353, 2888.9779559118238, 2961.122244488978, 3033.2665330661325, 3191.983967935872, 3848.496993987976, 710.2204408817636, 912.2244488977956, 1042.0841683366734, 1395.5911823647293, 1417.2344689378758, 1453.306613226453, 1467.7354709418837, 1482.1643286573146, 1525.4509018036072, 2282.9659318637277, 2412.8256513026054, 2622.044088176353, 2881.763527054108, 2968.3366733466933, 3040.4809619238476, 3184.7695390781564, 3956.7134268537075, 703.0060120240481, 919.438877755511, 1049.2985971943888, 1402.805611222445, 1482.1643286573146, 1547.0941883767534, 1684.1683366733466, 1835.6713426853707, 2275.751503006012, 2405.61122244489, 2622.044088176353, 2874.5490981963926, 2961.122244488978, 3011.623246492986, 3040.4809619238476, 3076.553106212425, 3184.7695390781564, 3956.7134268537075, 710.2204408817636, 912.2244488977956, 1013.2264529058116, 1034.8697394789579, 1070.941883767535, 1395.5911823647293, 1424.4488977955912, 1453.306613226453, 1482.1643286573146, 1511.0220440881765, 1525.4509018036072, 2282.9659318637277, 2420.040080160321, 2622.044088176353, 2888.9779559118238, 2975.551102204409, 3033.2665330661325, 3069.3386773547095, 3191.983967935872, 3848.496993987976, 710.2204408817636, 912.2244488977956, 1013.2264529058116, 1034.8697394789579, 1070.941883767535, 1395.5911823647293, 1424.4488977955912, 1453.306613226453, 1482.1643286573146, 1511.0220440881765, 1525.4509018036072, 2282.9659318637277, 2420.040080160321, 2622.044088176353, 2888.9779559118238, 2975.551102204409, 3033.2665330661325, 3069.3386773547095, 3191.983967935872, 3848.496993987976, 710.2204408817636, 912.2244488977956, 1070.941883767535, 1410.0200400801605, 1438.877755511022, 1453.306613226453, 1467.7354709418837, 1482.1643286573146, 1655.310621242485, 1741.88376753507, 1828.4569138276554, 2275.751503006012, 2427.254509018036, 2622.044088176353, 2888.9779559118238, 2961.122244488978, 3033.2665330661325, 3191.983967935872, 3660.921843687375, 3761.923847695391, 3913.426853707415, 710.2204408817636, 919.438877755511, 1013.2264529058116, 1034.8697394789579, 1056.5130260521041, 1092.5851703406813, 1395.5911823647293, 1424.4488977955912, 1453.306613226453, 1474.9498997995993, 1511.0220440881765, 1568.7374749498997, 2282.9659318637277, 2412.8256513026054, 2622.044088176353, 2888.9779559118238, 2961.122244488978, 3033.2665330661325, 3184.7695390781564, 710.2204408817636, 912.2244488977956, 1049.2985971943888, 1402.805611222445, 1453.306613226453, 1482.1643286573146, 1511.0220440881765, 1525.4509018036072, 1835.6713426853707, 2275.751503006012, 2405.61122244489, 2622.044088176353, 2874.5490981963926, 2961.122244488978, 3011.623246492986, 3040.4809619238476, 3076.553106212425, 3184.7695390781564, 3956.7134268537075, 623.6472945891784, 840.0801603206413, 948.2965931863728, 1215.2304609218436, 1734.6693386773547, 2023.246492985972, 2131.4629258517034, 2275.751503006012, 2383.9679358717435, 2600.400801603206, 2650.9018036072143, 2968.3366733466933, 3141.482965931864, 3595.991983967936, 3783.5671342685373, 710.2204408817636, 905.0100200400802, 1034.8697394789579, 1078.1563126252504, 1337.875751503006, 1395.5911823647293, 1424.4488977955912, 1453.306613226453, 1467.7354709418837, 1482.1643286573146, 1525.4509018036072, 1655.310621242485, 2275.751503006012, 2427.254509018036, 2622.044088176353, 2888.9779559118238, 2961.122244488978, 3033.2665330661325, 3191.983967935872, 3848.496993987976, 710.2204408817636, 905.0100200400802, 1034.8697394789579, 1078.1563126252504, 1337.875751503006, 1395.5911823647293, 1424.4488977955912, 1453.306613226453, 1467.7354709418837, 1482.1643286573146, 1525.4509018036072, 2275.751503006012, 2427.254509018036, 2622.044088176353, 2888.9779559118238, 2961.122244488978, 3033.2665330661325, 3191.983967935872, 3848.496993987976, 666.9338677354709, 775.1503006012024, 962.7254509018036, 1114.2284569138278, 2138.677354709419, 2340.681362725451, 2564.3286573146293, 2773.547094188377, 3112.625250501002, 3776.3527054108217, 710.2204408817636, 912.2244488977956, 1042.0841683366734, 1395.5911823647293, 1417.2344689378758, 1453.306613226453, 1482.1643286573146, 1525.4509018036072, 2282.9659318637277, 2420.040080160321, 2622.044088176353, 2881.763527054108, 2968.3366733466933, 3062.124248496994, 3184.7695390781564, 3956.7134268537075, 710.2204408817636, 912.2244488977956, 1049.2985971943888, 1402.805611222445, 1453.306613226453, 1482.1643286573146, 1511.0220440881765, 1525.4509018036072, 1835.6713426853707, 2275.751503006012, 2405.61122244489, 2622.044088176353, 2874.5490981963926, 2961.122244488978, 3011.623246492986, 3040.4809619238476, 3076.553106212425, 3184.7695390781564, 3956.7134268537075]","[310.3678929765886, 352.50836120401334]"
107-41-5,"['amine_cn', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'alcohol_phenol_oh', 'nitro_no2_sym', 'aromatic_ch', 'alkene_ch_sp2', 'alkene_out_of_plane_ch', 'ether_co', 'alkyl_halide_ccl', 'carboxylic_acid_oh_broad', 'sulfone_so2', 'amide_cn', 'ester_co_c', 'alkyl_halide_cbr', 'sulfate_so4']",[],"[746.2925851703407, 811.2224448897796, 861.7234468937876, 926.6533066132265, 1013.2264529058116, 1063.7274549098197, 1092.5851703406813, 1193.5871743486973, 1236.8737474949899, 1280.1603206412826, 1345.0901803607214, 1395.5911823647293, 1438.877755511022, 2016.0320641282565, 2953.9078156312626, 3040.4809619238476, 3595.991983967936, 3769.138276553106, 472.1442885771543, 551.5030060120241, 753.5070140280561, 832.8657314629259, 890.5811623246493, 1150.3006012024048, 1208.0160320641282, 1280.1603206412826, 1366.7334669338677, 1438.877755511022, 2961.122244488978, 3004.4088176352707, 3567.134268537074]",[]
107-83-5,"['alkane_ch_sp3', 'amine_cn', 'aromatic_out_of_plane_ch', 'thiol_sh', 'alkene_out_of_plane_ch', 'ether_co', 'alkyl_halide_ccl', 'amide_nh', 'carboxylic_acid_oh_broad', 'aromatic_cc', 'amide_cn', 'ester_co_c', 'alkyl_halide_cI', 'sulfate_so4']",[],"[630.8617234468938, 760.7214428857715, 832.8657314629259, 977.1543086172345, 1107.0140280561122, 1193.5871743486973, 1309.0180360721442, 1402.805611222445, 1994.3887775551102, 2658.11623246493, 2744.689378757515, 3776.3527054108217, 464.92985971943887, 674.1482965931864, 775.1503006012024, 840.0801603206413, 876.1523046092184, 984.3687374749499, 1099.7995991983967, 1200.801603206413, 1294.5891783567135, 1424.4488977955912, 1943.8877755511023, 2369.539078156313, 2434.4689378757516, 2665.3306613226455, 2751.9038076152306, 3105.4108216432865, 3314.629258517034, 3523.8476953907816, 3776.3527054108217, 1373.947895791583, 1453.306613226453, 2939.478957915832, 3018.8376753507014]",[]
108-31-6,"['amine_cn', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'anhydride_co', 'ether_co', 'alkyl_halide_ccl', 'amide_cn', 'sulfate_so4']",[],"[616.4328657314629, 674.1482965931864, 717.4348697394789, 868.937875751503, 1034.8697394789579, 1135.871743486974, 1265.7314629258517, 1431.6633266533067, 1662.5250501002004, 1835.6713426853707, 1907.8156312625251, 2016.0320641282565, 3242.4849699398796, 3776.3527054108217]",[234.11371237458195]
75-25-2,"['amine_cn', 'aromatic_out_of_plane_ch', 'thiol_sh', 'aromatic_ch', 'alkene_out_of_plane_ch', 'alkene_ch_sp2', 'ether_co', 'amide_nh', 'carboxylic_acid_oh_broad', 'alkyl_halide_ccl', 'amide_cn', 'alkyl_halide_cI', 'alkyl_halide_cbr', 'sulfate_so4']",[],"[457.71543086172346, 515.4308617234469, 558.7174348697395, 724.6492985971944, 832.8657314629259, 977.1543086172345, 1251.302605210421, 1547.0941883767534, 2008.8176352705411, 2593.186372745491, 3285.771543086172, 3624.849699398798, 501.002004008016, 645.2905811623247, 681.3627254509017, 1034.8697394789579, 1107.0140280561122, 1135.871743486974, 1474.9498997995993, 3033.2665330661325]",[222.0735785953177]
