cas,ir_labels,uv_labels,ir_peaks,uv_peaks
463-58-1,"['amine_cn', 'aromatic_out_of_plane_ch', 'alkyne_cc', 'alkyl_halide_ccl', 'nitrile_cn', 'alkyl_halide_cbr', 'amide_cn', 'ester_co_c', 'alkyl_halide_cI']",[],"[479.35871743486973, 623.6472945891784, 897.7955911823647, 1222.4448897795592, 1568.7374749498997, 1749.0981963927857, 1929.4589178356714, 2109.819639278557, 2239.679358717435, 2398.396793587174, 2953.9078156312626, 3639.2785571142285, 3783.5671342685373, 472.1442885771543, 623.6472945891784, 811.2224448897796, 897.7955911823647, 1222.4448897795592, 1568.7374749498997, 1741.88376753507, 1929.4589178356714, 2218.0360721442885, 2405.61122244489, 2953.9078156312626, 3639.2785571142285, 3761.923847695391]",[]
77-78-1,"['alkane_ch_sp3', 'amine_cn', 'aromatic_out_of_plane_ch', 'nitro_no2_sym', 'alkene_out_of_plane_ch', 'ether_co', 'alkyl_halide_ccl', 'carboxylic_acid_oh_broad', 'alkyl_halide_cbr', 'sulfone_so2', 'amide_cn', 'ester_co_c', 'alkyl_halide_cI', 'sulfate_so4']",[],"[479.35871743486973, 522.6452905811623, 616.4328657314629, 724.6492985971944, 782.3647294589179, 912.2244488977956, 1128.6573146292585, 1301.803607214429, 1431.6633266533067, 1698.5971943887776, 1929.4589178356714, 2809.619238476954, 2874.5490981963926, 2989.9799599198395, 3401.202404809619, 3783.5671342685373, 565.9318637274549, 767.935871743487, 811.2224448897796, 926.6533066132265, 984.3687374749499, 1063.7274549098197, 1193.5871743486973, 1330.6613226452905, 1402.805611222445, 2953.9078156312626]",[]
334-48-5,"['alkane_ch_sp3', 'amine_cn', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'alcohol_phenol_oh', 'nitro_no2_sym', 'anhydride_co', 'nitro_no2_asym', 'ether_co', 'aromatic_cc', 'alkyl_halide_ccl', 'alkyl_halide_cbr', 'carboxylic_acid_oh_broad', 'amide_cn', 'alkyl_halide_cI', 'sulfate_so4']",[],"[688.5771543086173, 782.3647294589179, 1013.2264529058116, 1085.370741482966, 1135.871743486974, 1359.5190380761524, 1446.0921843687374, 1561.5230460921844, 2095.3907815631264, 2737.4749498997994, 573.1462925851704, 703.0060120240481, 789.5791583166333, 1020.440881763527, 1085.370741482966, 1143.0861723446894, 1366.7334669338677, 1446.0921843687374, 1489.37875751503, 1619.2384769539078, 2080.9619238476953, 2723.0460921843687, 2896.1923847695393, 3509.418837675351, 3783.5671342685373, 594.7895791583167, 1114.2284569138278, 1359.5190380761524, 1438.877755511022, 1756.312625250501, 2867.3346693386775, 2917.8356713426856, 2997.194388777555, 3559.9198396793586]",[]
77-47-4,"['amine_cn', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'alkyne_cc', 'alkene_cc', 'alkene_out_of_plane_ch', 'ether_co', 'alkyl_halide_ccl', 'nitrile_cn', 'alkyl_halide_cbr', 'aromatic_cc', 'amide_cn', 'ester_co_c', 'alkyl_halide_cI', 'sulfate_so4']",[],"[522.6452905811623, 565.9318637274549, 659.7194388777555, 703.0060120240481, 753.5070140280561, 832.8657314629259, 905.0100200400802, 998.7975951903808, 1099.7995991983967, 1164.7294589178357, 1208.0160320641282, 1258.5170340681361, 1330.6613226452905, 1446.0921843687374, 1583.1663326653306, 1626.4529058116232, 1676.9539078156313, 1734.6693386773547, 1777.9559118236473, 1871.743486973948, 3776.3527054108217, 565.9318637274549, 681.3627254509017, 739.0781563126252, 825.6513026052105, 876.1523046092184, 991.5831663326653, 1070.941883767535, 1157.5150300601204, 1200.801603206413, 1251.302605210421, 1417.2344689378758, 1676.9539078156313, 2218.0360721442885, 3978.3567134268537, 630.8617234468938, 674.1482965931864, 796.7935871743487, 955.5110220440882, 1114.2284569138278, 1215.2304609218436, 1244.0881763527054, 1590.3807615230462, 1756.312625250501]",[]
685-91-6,"['ether_co', 'aromatic_cc', 'amide_cn', 'amide_nh', 'alkyl_halide_ccl', 'ester_co_c', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'nitro_no2_sym', 'nitro_no2_asym', 'sulfone_so2', 'alkyl_halide_cbr', 'alkyl_halide_cI', 'sulfate_so4', 'amine_cn', 'alkene_cc', 'alkene_out_of_plane_ch', 'carboxylic_acid_oh_broad', 'amide_co']",[],"[472.1442885771543, 558.7174348697395, 760.7214428857715, 883.3667334669339, 926.6533066132265, 962.7254509018036, 1013.2264529058116, 1056.5130260521041, 1128.6573146292585, 1193.5871743486973, 1244.0881763527054, 1330.6613226452905, 1395.5911823647293, 1547.0941883767534, 2008.8176352705411, 2896.1923847695393, 2953.9078156312626, 3148.697394789579, 3797.995991983968, 587.5751503006012, 1027.6553106212425, 1157.5150300601204, 1222.4448897795592, 1272.9458917835673, 1402.805611222445, 1626.4529058116232, 1669.739478957916, 1720.2404809619238, 2968.3366733466933]",[220.06688963210703]
79-10-7,"['ether_co', 'aromatic_cc', 'amide_cn', 'anhydride_co', 'alkyl_halide_ccl', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'alcohol_phenol_oh', 'nitro_no2_sym', 'nitro_no2_asym', 'sulfone_so2', 'alkyl_halide_cbr', 'alkyl_halide_cI', 'sulfate_so4', 'amine_cn', 'alkene_cc', 'alkene_out_of_plane_ch', 'carboxylic_acid_oh_broad', 'amide_co']",[],"[565.9318637274549, 796.7935871743487, 998.7975951903808, 1114.2284569138278, 1164.7294589178357, 1316.2324649298598, 1395.5911823647293, 1633.6673346693387, 1705.811623246493, 1756.312625250501, 1799.5991983967936, 3567.134268537074, 602.004008016032, 674.1482965931864, 840.0801603206413, 883.3667334669339, 955.5110220440882, 1020.440881763527, 1099.7995991983967, 1265.7314629258517, 1345.0901803607214, 1532.6653306613227, 1662.5250501002004, 1886.1723446893789, 2044.8897795591183, 2203.607214428858, 2694.188376753507, 2744.689378757515, 2953.9078156312626, 3790.7815631262524]",[]
75-35-4,"['amine_cn', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'alkene_cc', 'ether_co', 'alkyl_halide_ccl', 'aromatic_cc', 'alkyl_halide_cbr', 'ester_co_c', 'alkyl_halide_cI', 'sulfate_so4']",[],"[602.004008016032, 796.7935871743487, 868.937875751503, 1092.5851703406813, 1143.0861723446894, 1395.5911823647293, 1568.7374749498997, 1626.4529058116232, 602.004008016032, 789.5791583166333, 868.937875751503, 1092.5851703406813, 1135.871743486974, 1395.5911823647293, 1568.7374749498997, 1619.2384769539078, 457.71543086172346, 594.7895791583167, 789.5791583166333, 861.7234468937876, 1027.6553106212425, 1070.941883767535, 1121.442885771543, 1373.947895791583, 1554.308617234469, 1597.5951903807616, 602.004008016032, 796.7935871743487, 876.1523046092184, 1092.5851703406813, 1143.0861723446894, 1395.5911823647293, 1568.7374749498997, 1619.2384769539078, 602.004008016032, 796.7935871743487, 868.937875751503, 1092.5851703406813, 1143.0861723446894, 1395.5911823647293, 1568.7374749498997, 1626.4529058116232, 602.004008016032, 796.7935871743487, 876.1523046092184, 1092.5851703406813, 1143.0861723446894, 1395.5911823647293, 1568.7374749498997, 1619.2384769539078, 602.004008016032, 796.7935871743487, 868.937875751503, 1092.5851703406813, 1143.0861723446894, 1395.5911823647293, 1568.7374749498997, 1626.4529058116232, 602.004008016032, 789.5791583166333, 868.937875751503, 1092.5851703406813, 1135.871743486974, 1395.5911823647293, 1568.7374749498997, 1619.2384769539078, 602.004008016032, 796.7935871743487, 868.937875751503, 1092.5851703406813, 1143.0861723446894, 1395.5911823647293, 1568.7374749498997, 1619.2384769539078, 602.004008016032, 796.7935871743487, 876.1523046092184, 1092.5851703406813, 1143.0861723446894, 1568.7374749498997, 1619.2384769539078, 602.004008016032, 796.7935871743487, 868.937875751503, 1092.5851703406813, 1143.0861723446894, 1395.5911823647293, 1568.7374749498997, 1619.2384769539078, 602.004008016032, 789.5791583166333, 868.937875751503, 1085.370741482966, 1135.871743486974, 1395.5911823647293, 1568.7374749498997, 1619.2384769539078, 602.004008016032, 796.7935871743487, 876.1523046092184, 1092.5851703406813, 1143.0861723446894, 1568.7374749498997, 1619.2384769539078, 602.004008016032, 796.7935871743487, 876.1523046092184, 1092.5851703406813, 1143.0861723446894, 1395.5911823647293, 1568.7374749498997, 1619.2384769539078, 602.004008016032, 796.7935871743487, 876.1523046092184, 1092.5851703406813, 1143.0861723446894, 1568.7374749498997, 1619.2384769539078, 602.004008016032, 796.7935871743487, 868.937875751503, 1092.5851703406813, 1143.0861723446894, 1395.5911823647293, 1568.7374749498997, 1626.4529058116232, 602.004008016032, 796.7935871743487, 876.1523046092184, 1092.5851703406813, 1143.0861723446894, 1568.7374749498997, 1619.2384769539078, 602.004008016032, 796.7935871743487, 876.1523046092184, 1092.5851703406813, 1143.0861723446894, 1395.5911823647293, 1568.7374749498997, 1619.2384769539078, 602.004008016032, 796.7935871743487, 868.937875751503, 1092.5851703406813, 1143.0861723446894, 1395.5911823647293, 1568.7374749498997, 1619.2384769539078, 602.004008016032, 796.7935871743487, 876.1523046092184, 1092.5851703406813, 1143.0861723446894, 1395.5911823647293, 1568.7374749498997, 1619.2384769539078, 602.004008016032, 789.5791583166333, 868.937875751503, 1092.5851703406813, 1135.871743486974, 1395.5911823647293, 1568.7374749498997, 1619.2384769539078, 602.004008016032, 796.7935871743487, 876.1523046092184, 1092.5851703406813, 1143.0861723446894, 1395.5911823647293, 1568.7374749498997, 1619.2384769539078, 602.004008016032, 796.7935871743487, 868.937875751503, 1092.5851703406813, 1143.0861723446894, 1395.5911823647293, 1568.7374749498997, 1619.2384769539078, 602.004008016032, 796.7935871743487, 868.937875751503, 1092.5851703406813, 1143.0861723446894, 1395.5911823647293, 1568.7374749498997, 1626.4529058116232, 602.004008016032, 796.7935871743487, 876.1523046092184, 1092.5851703406813, 1143.0861723446894, 1395.5911823647293, 1568.7374749498997, 1619.2384769539078, 602.004008016032, 789.5791583166333, 868.937875751503, 1092.5851703406813, 1135.871743486974, 1395.5911823647293, 1568.7374749498997, 1619.2384769539078, 479.35871743486973, 558.7174348697395, 703.0060120240481, 825.6513026052105, 1042.0841683366734, 1128.6573146292585, 1171.943887775551, 1431.6633266533067, 1583.1663326653306, 1669.739478957916, 2355.1102204408817, 2521.0420841683367, 3783.5671342685373]",[]
74-97-5,"['amine_cn', 'aromatic_out_of_plane_ch', 'nitro_no2_sym', 'alkene_out_of_plane_ch', 'alkyl_halide_ccl', 'sulfone_so2', 'alkyl_halide_cbr', 'amide_cn', 'ester_co_c', 'alkyl_halide_cI']",[],"[436.07214428857714, 529.8597194388777, 630.8617234468938, 825.6513026052105, 984.3687374749499, 1309.0180360721442, 2145.8917835671346, 2650.9018036072143, 3011.623246492986, 3783.5671342685373, 544.2885771543087, 594.7895791583167, 638.0761523046092, 717.4348697394789, 840.0801603206413, 1186.372745490982, 1222.4448897795592, 1554.308617234469, 2997.194388777555]",[]
630-20-6,"['amine_cn', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'nitro_no2_sym', 'alkene_out_of_plane_ch', 'ether_co', 'aromatic_cc', 'carboxylic_acid_oh_broad', 'alkyl_halide_ccl', 'sulfone_so2', 'amide_cn', 'ester_co_c', 'alkyl_halide_cI', 'alkyl_halide_cbr', 'sulfate_so4']",[],"[515.4308617234469, 565.9318637274549, 659.7194388777555, 731.8637274549098, 782.3647294589179, 897.7955911823647, 984.3687374749499, 1078.1563126252504, 1222.4448897795592, 1330.6613226452905, 1438.877755511022, 1575.9519038076153, 2052.104208416834, 2420.040080160321, 2989.9799599198395, 3112.625250501002, 551.5030060120241, 731.8637274549098, 811.2224448897796, 955.5110220440882, 1042.0841683366734, 1200.801603206413, 1280.1603206412826, 1424.4488977955912, 2968.3366733466933]",[]
108-83-8,"['alkane_ch_sp3', 'amine_cn', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'ketone_co', 'nitro_no2_sym', 'alkyl_halide_cbr', 'alkene_out_of_plane_ch', 'ether_co', 'amide_nh', 'carboxylic_acid_oh_broad', 'aromatic_cc', 'alkyl_halide_ccl', 'amide_cn', 'ester_co_c', 'carboxylic_acid_co', 'sulfate_so4']",[],"[919.438877755511, 1034.8697394789579, 1150.3006012024048, 1272.9458917835673, 1352.3046092184368, 1453.306613226453, 1669.739478957916, 1713.0260521042085, 1763.5270541082164, 2874.5490981963926, 2953.9078156312626, 3004.4088176352707, 565.9318637274549, 717.4348697394789, 984.3687374749499, 1092.5851703406813, 1200.801603206413, 1258.5170340681361, 1316.2324649298598, 1431.6633266533067, 1575.9519038076153, 1886.1723446893789, 2391.1823647294586, 2903.4068136272545, 3256.913827655311]",[]
75-08-1,"['alkane_ch_sp3', 'alkene_out_of_plane_ch', 'ether_co', 'alkyl_halide_ccl', 'carboxylic_acid_oh_broad', 'alkyl_halide_cbr', 'amide_cn', 'sulfate_so4']",[],"[638.0761523046092, 876.1523046092184, 955.5110220440882, 1078.1563126252504, 1272.9458917835673, 1438.877755511022, 2593.186372745491, 2953.9078156312626]",[216.05351170568562]
287-92-3,"['alkane_ch_sp3', 'amine_cn', 'amine_nh_primary', 'alkyne_cc', 'thiol_sh', 'nitro_no2_sym', 'alkene_out_of_plane_ch', 'ether_co', 'amide_nh', 'carboxylic_acid_oh_broad', 'alkyl_halide_cbr', 'alkyl_halide_ccl', 'sulfone_so2', 'amine_nh_secondary', 'alkyl_halide_cI', 'amide_cn', 'sulfate_so4']",[],"[508.21643286573146, 623.6472945891784, 933.8677354709419, 1085.370741482966, 1337.875751503006, 1792.3847695390782, 2117.0340681362723, 2297.3947895791584, 2441.6833667334668, 2513.827655310621, 2679.759519038076, 3386.7735470941884, 3632.064128256513, 3978.3567134268537, 1438.877755511022, 2953.9078156312626]",[]
74-95-3,"['amine_cn', 'aromatic_out_of_plane_ch', 'alkyl_halide_ccl', 'alkyl_halide_cbr', 'amide_cn', 'ester_co_c', 'alkyl_halide_cI']",[],"[587.5751503006012, 638.0761523046092, 796.7935871743487, 1186.372745490982, 472.1442885771543, 616.4328657314629, 681.3627254509017, 1164.7294589178357, 1222.4448897795592, 1258.5170340681361, 2910.62124248497, 3769.138276553106]",[]
620-14-4,"['alkane_ch_sp3', 'amine_cn', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'alkene_cc', 'aromatic_ch', 'alkene_ch_sp2', 'alkene_out_of_plane_ch', 'nitro_no2_asym', 'ether_co', 'aromatic_cc', 'carboxylic_acid_oh_broad', 'alkyl_halide_ccl', 'amide_cn', 'ester_co_c', 'alkyl_halide_cI', 'amide_co', 'sulfate_so4']",[],"[681.3627254509017, 760.7214428857715, 876.1523046092184, 1034.8697394789579, 1316.2324649298598, 1474.9498997995993, 1597.5951903807616, 1756.312625250501, 1835.6713426853707, 1915.0300601202405, 2874.5490981963926, 2953.9078156312626, 3018.8376753507014, 602.004008016032, 659.7194388777555, 731.8637274549098, 840.0801603206413, 912.2244488977956, 1070.941883767535, 1114.2284569138278, 1186.372745490982, 1337.875751503006, 1388.3767535070142, 1547.0941883767534, 1633.6673346693387, 1713.0260521042085, 1814.0280561122245, 1886.1723446893789, 2073.7474949899797, 2751.9038076152306, 2896.1923847695393, 2946.693386773547, 2997.194388777555, 3271.3426853707415, 3935.070140280561, 472.1442885771543, 580.3607214428857, 674.1482965931864, 724.6492985971944, 818.4368737474949, 919.438877755511, 1121.442885771543, 1193.5871743486973, 1395.5911823647293, 1474.9498997995993, 1511.0220440881765, 1590.3807615230462, 1640.881763527054, 2109.819639278557, 2888.9779559118238, 2946.693386773547, 2989.9799599198395, 3386.7735470941884, 3776.3527054108217]","[232.10702341137124, 264.2140468227425]"
622-62-8,"['amine_cn', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'alcohol_phenol_oh', 'alkyne_cc', 'nitro_no2_sym', 'aromatic_ch', 'alkene_ch_sp2', 'alkene_out_of_plane_ch', 'ether_co', 'aromatic_cc', 'carboxylic_acid_oh_broad', 'alkyl_halide_ccl', 'sulfone_so2', 'amide_cn', 'ester_co_c', 'sulfate_so4']",[],"[666.9338677354709, 731.8637274549098, 782.3647294589179, 868.937875751503, 955.5110220440882, 1070.941883767535, 1135.871743486974, 1186.372745490982, 1272.9458917835673, 1309.0180360721442, 1373.947895791583, 1417.2344689378758, 1460.5210420841684, 1575.9519038076153, 1763.5270541082164, 2189.178356713427, 2953.9078156312626, 3018.8376753507014, 3098.1963927855713, 3567.134268537074, 3776.3527054108217, 731.8637274549098, 811.2224448897796, 897.7955911823647, 1027.6553106212425, 1092.5851703406813, 1171.943887775551, 1215.2304609218436, 1258.5170340681361, 1417.2344689378758, 1496.5931863727455, 1539.879759519038, 2975.551102204409, 3653.7074148296592]",[]
101-77-9,"['aromatic_ch', 'ether_co', 'aromatic_cc', 'amine_nh_secondary', 'amide_cn', 'carboxylic_acid_co', 'alkyl_halide_ccl', 'amide_nh', 'ester_co_c', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'alcohol_phenol_oh', 'nitro_no2_sym', 'nitro_no2_asym', 'alkyl_halide_cbr', 'alkyl_halide_cI', 'sulfate_so4', 'alkane_ch_sp3', 'amine_cn', 'amine_nh_primary', 'alkene_cc', 'ketone_co', 'alkene_ch_sp2', 'carboxylic_acid_oh_broad', 'aldehyde_co', 'amide_co']",[],"[565.9318637274549, 652.5050100200401, 811.2224448897796, 1056.5130260521041, 1164.7294589178357, 1251.302605210421, 1301.803607214429, 1417.2344689378758, 1496.5931863727455, 1568.7374749498997, 1612.0240480961925, 1662.5250501002004, 1857.314629258517, 2896.1923847695393, 3011.623246492986, 3393.987975951904, 645.2905811623247, 746.2925851703407, 789.5791583166333, 883.3667334669339, 933.8677354709419, 1049.2985971943888, 1107.0140280561122, 1157.5150300601204, 1215.2304609218436, 1359.5190380761524, 1410.0200400801605, 1489.37875751503, 1554.308617234469, 1720.2404809619238, 1943.8877755511023, 3098.1963927855713, 3242.4849699398796, 3350.7014028056115, 3531.062124248497, 464.92985971943887, 537.0741482965932, 594.7895791583167, 746.2925851703407, 789.5791583166333, 868.937875751503, 926.6533066132265, 1034.8697394789579, 1099.7995991983967, 1150.3006012024048, 1200.801603206413, 1366.7334669338677, 1453.306613226453, 1539.879759519038, 1648.0961923847697, 1951.1022044088177, 2852.9058116232463, 2925.0501002004007, 3083.76753507014, 3256.913827655311, 3379.559118236473, 3487.7755511022046, 3805.2104208416836]",[]
74-83-9,"['alkane_ch_sp3', 'amine_cn', 'benzene_ring_breathing', 'nitro_no2_sym', 'aromatic_ch', 'alkene_out_of_plane_ch', 'nitro_no2_asym', 'alkene_ch_sp2', 'ether_co', 'aromatic_cc', 'carboxylic_acid_oh_broad', 'alkyl_halide_ccl', 'sulfone_so2', 'amide_nh', 'amide_cn', 'alkyl_halide_cI', 'alkyl_halide_cbr', 'sulfate_so4']",[],"[616.4328657314629, 941.0821643286573, 1309.0180360721442, 1395.5911823647293, 1460.5210420841684, 2860.120240480962, 2975.551102204409, 3033.2665330661325, 3105.4108216432865, 616.4328657314629, 948.2965931863728, 1309.0180360721442, 1395.5911823647293, 1474.9498997995993, 2860.120240480962, 2975.551102204409, 3033.2665330661325, 3069.3386773547095, 616.4328657314629, 948.2965931863728, 1309.0180360721442, 1410.0200400801605, 1453.306613226453, 1489.37875751503, 1532.6653306613227, 1561.5230460921844, 2845.691382765531, 2975.551102204409, 3090.9819639278558, 616.4328657314629, 948.2965931863728, 1309.0180360721442, 1410.0200400801605, 1453.306613226453, 1489.37875751503, 1532.6653306613227, 1561.5230460921844, 2845.691382765531, 2975.551102204409, 3062.124248496994, 3098.1963927855713, 616.4328657314629, 962.7254509018036, 1309.0180360721442, 1388.3767535070142, 1417.2344689378758, 1446.0921843687374, 1489.37875751503, 1518.2364729458918, 2268.5370741482966, 2860.120240480962, 2982.7655310621244, 3040.4809619238476, 3098.1963927855713, 616.4328657314629, 941.0821643286573, 1309.0180360721442, 1395.5911823647293, 1467.7354709418837, 2860.120240480962, 2975.551102204409, 3033.2665330661325, 3105.4108216432865, 616.4328657314629, 948.2965931863728, 1287.374749498998, 1309.0180360721442, 1395.5911823647293, 1431.6633266533067, 1453.306613226453, 1489.37875751503, 2614.8296593186374, 2860.120240480962, 2975.551102204409, 3033.2665330661325, 3069.3386773547095, 3112.625250501002, 616.4328657314629, 962.7254509018036, 1309.0180360721442, 1388.3767535070142, 1417.2344689378758, 1446.0921843687374, 1489.37875751503, 1518.2364729458918, 2268.5370741482966, 2860.120240480962, 2982.7655310621244, 3040.4809619238476, 3098.1963927855713, 616.4328657314629, 948.2965931863728, 1287.374749498998, 1309.0180360721442, 1395.5911823647293, 1431.6633266533067, 1467.7354709418837, 1489.37875751503, 2614.8296593186374, 2860.120240480962, 2975.551102204409, 3033.2665330661325, 3069.3386773547095, 3112.625250501002, 602.004008016032, 948.2965931863728, 1229.6593186372745, 1272.9458917835673, 1316.2324649298598, 1460.5210420841684, 2347.895791583166, 2593.186372745491, 2831.2625250501, 2946.693386773547, 2968.3366733466933, 3076.553106212425, 616.4328657314629, 948.2965931863728, 1309.0180360721442, 1410.0200400801605, 1453.306613226453, 1489.37875751503, 1532.6653306613227, 1561.5230460921844, 2845.691382765531, 2975.551102204409, 3098.1963927855713, 616.4328657314629, 1006.0120240480962, 1309.0180360721442, 1410.0200400801605, 1453.306613226453, 1525.4509018036072, 2845.691382765531, 2975.551102204409, 3062.124248496994, 3098.1963927855713, 616.4328657314629, 962.7254509018036, 1309.0180360721442, 1388.3767535070142, 1417.2344689378758, 1453.306613226453, 1489.37875751503, 1518.2364729458918, 2268.5370741482966, 2860.120240480962, 2982.7655310621244, 3040.4809619238476, 3098.1963927855713, 616.4328657314629, 1006.0120240480962, 1309.0180360721442, 1410.0200400801605, 1453.306613226453, 1525.4509018036072, 2845.691382765531, 2975.551102204409, 3062.124248496994, 616.4328657314629, 1006.0120240480962, 1309.0180360721442, 1410.0200400801605, 1453.306613226453, 1525.4509018036072, 2845.691382765531, 2975.551102204409, 3062.124248496994, 616.4328657314629, 948.2965931863728, 1287.374749498998, 1316.2324649298598, 1352.3046092184368, 1381.1623246492986, 1417.2344689378758, 1460.5210420841684, 1496.5931863727455, 1525.4509018036072, 2614.8296593186374, 2860.120240480962, 2975.551102204409, 3033.2665330661325, 3076.553106212425, 3112.625250501002, 616.4328657314629, 948.2965931863728, 1287.374749498998, 1309.0180360721442, 1395.5911823647293, 1431.6633266533067, 1467.7354709418837, 1489.37875751503, 2614.8296593186374, 2860.120240480962, 2975.551102204409, 3033.2665330661325, 3069.3386773547095, 3112.625250501002, 616.4328657314629, 962.7254509018036, 1309.0180360721442, 1388.3767535070142, 1417.2344689378758, 1453.306613226453, 1489.37875751503, 1518.2364729458918, 2268.5370741482966, 2860.120240480962, 2982.7655310621244, 3047.695390781563, 3098.1963927855713, 616.4328657314629, 941.0821643286573, 1309.0180360721442, 1395.5911823647293, 1467.7354709418837, 2860.120240480962, 2975.551102204409, 3033.2665330661325, 3105.4108216432865, 479.35871743486973, 652.5050100200401, 1114.2284569138278, 1352.3046092184368, 1438.877755511022, 1467.7354709418837, 2723.0460921843687, 2910.62124248497, 3026.052104208417, 3783.5671342685373, 594.7895791583167, 623.6472945891784, 984.3687374749499, 1287.374749498998, 1373.947895791583, 1431.6633266533067, 1467.7354709418837, 2261.322645290581, 2874.5490981963926, 2975.551102204409, 3054.909819639279, 3098.1963927855713, 616.4328657314629, 941.0821643286573, 1309.0180360721442, 1460.5210420841684, 2860.120240480962, 2975.551102204409, 3033.2665330661325, 3062.124248496994, 616.4328657314629, 948.2965931863728, 1287.374749498998, 1309.0180360721442, 1395.5911823647293, 1431.6633266533067, 1467.7354709418837, 1489.37875751503, 2614.8296593186374, 2860.120240480962, 2975.551102204409, 3033.2665330661325, 3069.3386773547095, 3112.625250501002, 616.4328657314629, 962.7254509018036, 1309.0180360721442, 1388.3767535070142, 1417.2344689378758, 1453.306613226453, 1489.37875751503, 1518.2364729458918, 2268.5370741482966, 2860.120240480962, 2982.7655310621244, 3040.4809619238476, 3098.1963927855713, 616.4328657314629, 948.2965931863728, 1309.0180360721442, 1410.0200400801605, 1453.306613226453, 1489.37875751503, 1532.6653306613227, 1561.5230460921844, 2845.691382765531, 2975.551102204409, 3062.124248496994, 3098.1963927855713, 616.4328657314629, 1006.0120240480962, 1309.0180360721442, 1410.0200400801605, 1453.306613226453, 1525.4509018036072, 2845.691382765531, 2975.551102204409, 3062.124248496994, 3098.1963927855713, 616.4328657314629, 948.2965931863728, 1309.0180360721442, 1410.0200400801605, 1453.306613226453, 1489.37875751503, 1532.6653306613227, 1561.5230460921844, 2845.691382765531, 2975.551102204409, 3098.1963927855713]","[208.0267558528428, 268.2274247491639]"
